Seed_Type,Age_Weeks,Stage_Description,Avg_Height_in,Soil_Type,Fertilizer,Care_Instructions,Ready_to_Sell
Lanzones,13,Vegetative Growth,11.2,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,14,Vegetative Growth,11.46,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,15,Vegetative Growth,11.72,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,16,Vegetative Growth,11.98,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,17,Vegetative Growth,12.24,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,18,Pre-Grafting,12.51,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,19,Pre-Grafting,12.77,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,20,Pre-Grafting,13.03,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,21,Pre-Grafting,13.29,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,22,Grafting Ready,13.55,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,23,Grafting Ready,13.81,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,24,Grafting Ready,14.07,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,25,Grafting Ready,14.33,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,26,Market Preparation,14.59,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Lanzones,27,Market Ready,14.85,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,28,Market Ready,15.1,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,29,Market Ready,15.35,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,30,Market Ready,15.59,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,31,Market Ready,15.84,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,32,Market Ready,16.09,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,33,Market Ready,16.34,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,34,Market Ready,16.58,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,35,Market Ready,16.83,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,36,Over-Matured,17.08,Clay Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Lanzones,1,Seed Preparation,0.0,Silty Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Lanzones,2,Germination,1.85,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Lanzones,3,Germination,3.7,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Lanzones,4,Cotyledon Stage,5.18,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Lanzones,5,Cotyledon Stage,6.66,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Lanzones,6,First True Leaves,8.14,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Lanzones,7,First True Leaves,9.62,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Lanzones,8,First True Leaves,11.1,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Lanzones,9,Seedling Establishment,11.39,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Lanzones,10,Seedling Establishment,11.68,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Lanzones,11,Seedling Establishment,11.98,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Lanzones,12,Vegetative Growth,12.27,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,13,Vegetative Growth,12.56,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,14,Vegetative Growth,12.85,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,15,Vegetative Growth,13.14,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,16,Vegetative Growth,13.44,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,17,Vegetative Growth,13.73,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Lanzones,18,Pre-Grafting,14.02,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,19,Pre-Grafting,14.31,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,20,Pre-Grafting,14.61,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,21,Pre-Grafting,14.9,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Lanzones,22,Grafting Ready,15.19,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,23,Grafting Ready,15.48,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,24,Grafting Ready,15.77,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,25,Grafting Ready,16.07,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Lanzones,26,Market Preparation,16.36,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Lanzones,27,Market Ready,16.65,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,28,Market Ready,16.93,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,29,Market Ready,17.21,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,30,Market Ready,17.48,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,31,Market Ready,17.76,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,32,Market Ready,18.04,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,33,Market Ready,18.32,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,34,Market Ready,18.59,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,35,Market Ready,18.87,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Lanzones,36,Over-Matured,19.15,Silty Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Rambutan,1,Seed Preparation,0.0,Loam Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Rambutan,2,Germination,2.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Rambutan,3,Germination,4.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Rambutan,4,Cotyledon Stage,5.6,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Rambutan,5,Cotyledon Stage,7.2,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Rambutan,6,First True Leaves,8.8,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,7,First True Leaves,10.4,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,8,First True Leaves,12.0,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,9,Seedling Establishment,12.44,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,10,Seedling Establishment,12.88,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,11,Seedling Establishment,13.31,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,12,Vegetative Growth,13.75,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,13,Vegetative Growth,14.19,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,14,Vegetative Growth,14.62,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,15,Vegetative Growth,15.06,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,16,Vegetative Growth,15.5,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,17,Vegetative Growth,15.94,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,18,Vegetative Growth,16.38,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,19,Vegetative Growth,16.81,Loam Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,20,Pre-Grafting,17.25,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,21,Pre-Grafting,17.69,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,22,Pre-Grafting,18.12,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,23,Pre-Grafting,18.56,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,24,Grafting Ready,19.0,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,25,Grafting Ready,19.44,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,26,Grafting Ready,19.88,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,27,Grafting Ready,20.31,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,28,Market Preparation,20.75,Loam Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,29,Market Preparation,21.19,Loam Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,30,Market Preparation,21.62,Loam Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,31,Market Preparation,22.06,Loam Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,32,Market Ready,22.5,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,33,Market Ready,22.8,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,34,Market Ready,23.1,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,35,Market Ready,23.4,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,36,Market Ready,23.7,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,37,Market Ready,24.0,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,38,Market Ready,24.3,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,39,Market Ready,24.6,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,40,Market Ready,24.9,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
